# ----------------------------------------
# Rutas de atribución de eventos clave
# Cuenta: www.assist-card.com
# Propiedad: Assist Card GA4 PROD
# ----------------------------------------
# 
# País coincide exactamente con Argentina
# Fecha de inicio: 20260501
# Fecha de finalización: 20260531
Ruta del grupo de canales principal,Eventos clave atribuidos a la ruta en función de los datos,Eventos clave,Ingresos derivados de las compras,Días hasta el evento clave,Puntos de contacto antes del evento clave
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search""]",NaN,1,494,39,4
"[""Organic Search"",""Organic Search"",""Paid Social""]",NaN,1,495,8,3
"[""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,495.099998,56,6
"[""Referral"",""Referral"",""Referral"",""Paid Social"",""Display""]",NaN,1,495.099999,2,5
"[""Cross-network"",""Unassigned"",""Cross-network"",""Unassigned""]",NaN,1,496.599999,36,4
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search""]",NaN,1,498.58,27,5
"[""Organic Search"",""Paid Search"",""Unassigned""]",NaN,1,498.959999,8,3
"[""Organic Search"",""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,500.039995,1,8
"[""Organic Search"",""Organic Search"",""Display""]",NaN,1,502.4,0,3
"[""Unassigned"",""Unassigned"",""Display""]",NaN,1,508.5,0,3
"[""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Cross-network"",""Organic Search""]",NaN,1,510.399998,2,6
"[""Email"",""Email"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,514.079998,15,5
"[""Paid Search"",""Paid Search"",""Organic Search"",""Referral""]",NaN,1,514.109997,1,4
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,515.809998,0,7
"[""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,521.439999,10,4
"[""Referral"",""Organic Search"",""Referral"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,523.599998,3,7
"[""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Paid Search""]",NaN,1,523.599998,7,5
"[""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,1,523.599998,31,8
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,1,523.599999,0,8
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Other""]",NaN,1,524.839998,2,6
"[""Referral"",""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,529.41,1,8
"[""Unassigned"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search""]",NaN,1,531.199998,7,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,532.2,9,8
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search""]",NaN,1,535.199997,28,7
"[""Unassigned"",""Organic Search"",""Organic Search"",""Email"",""Email""]",NaN,1,536.769997,48,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,537,1,8
"[""Paid Social"",""Paid Social"",""Email""]",NaN,1,537.3,12,3
"[""Email"",""Email"",""Paid Social"",""Email"",""Email"",""Email""]",NaN,1,539,2,6
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,542.399998,1,6
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Cross-network"",""Paid Search"",""Display"",""Paid Search""]",NaN,1,542.5,28,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Unassigned"",""Referral"",""Paid Search"",""Referral""]",NaN,1,543.169998,31,7
"[""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Display"",""Paid Search"",""Referral"",""Referral""]",NaN,1,548.159998,55,8
"[""Organic Search"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Referral""]",NaN,1,550.499999,9,7
"[""Cross-network"",""Paid Search"",""Cross-network""]",NaN,1,551,53,3
"[""Email"",""Paid Other"",""Email"",""Email"",""Email"",""Email"",""Paid Other"",""Paid Other""]",NaN,1,552,21,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Email"",""Referral""]",NaN,1,552.049998,43,7
"[""Email"",""Cross-network"",""Display"",""Unassigned""]",NaN,1,554.299998,54,4
"[""Paid Search"",""Paid Search"",""Referral"",""Unassigned""]",NaN,1,554.399998,0,4
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Referral"",""Paid Search"",""Paid Search""]",NaN,1,557,56,8
"[""Email"",""Paid Search"",""Organic Search""]",NaN,1,559.199999,12,3
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,564.299998,1,8
"[""Email"",""Referral"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,565,58,6
"[""Paid Social"",""Paid Search"",""Organic Search""]",NaN,1,565.019998,0,3
"[""Organic Search"",""Email"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,565.019998,53,5
"[""Organic Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,1,568,13,4
"[""Referral"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,568.799994,11,8
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search""]",NaN,1,569,4,6
"[""Cross-network"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,1,571.199997,17,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search""]",NaN,1,571.199998,0,8
"[""Email"",""Paid Search"",""Referral""]",NaN,1,571.199999,0,3
"[""Paid Search"",""Cross-network"",""Cross-network"",""Email""]",NaN,1,572.799999,1,4
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Email"",""Referral"",""Paid Search"",""Email""]",NaN,1,573.119997,58,8
"[""Paid Search"",""Paid Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Paid Search"",""Referral""]",NaN,1,576,20,8
"[""Email"",""Unassigned"",""Email""]",NaN,1,577.5,2,3
"[""Paid Search"",""Paid Search"",""Display"",""Paid Search""]",NaN,1,577.5,20,4
"[""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,580.579998,1,6
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Email"",""Unassigned"",""Unassigned""]",NaN,1,582.799999,61,8
"[""Paid Search"",""Paid Search"",""Display"",""Display"",""Paid Search"",""Paid Search""]",NaN,1,586.4,4,6
"[""Display"",""Cross-network"",""Paid Search""]",NaN,1,589.79,29,3
"[""Email"",""Paid Search"",""Referral"",""Referral""]",NaN,1,592.899997,2,4
"[""Organic Search"",""Email"",""Cross-network"",""Referral""]",NaN,1,594,9,4
"[""Referral"",""Referral"",""Referral"",""Paid Search"",""Organic Search"",""Cross-network""]",NaN,1,594,69,6
"[""Paid Search"",""Email"",""Email"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,605.199998,78,6
"[""Paid Search"",""Email"",""Email"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,1,608.939998,4,8
"[""Paid Search"",""Email"",""Paid Search"",""Organic Search"",""Unassigned""]",NaN,1,608.939999,1,5
"[""Paid Search"",""Paid Social"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,609.249999,53,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,609.279998,7,6
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,616,27,8
"[""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,616,35,4
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,1,617.759998,0,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search""]",NaN,1,619,28,6
"[""Paid Social"",""Paid Social"",""Paid Social"",""Organic Social"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,620.28,79,7
"[""Paid Search"",""Display"",""Cross-network"",""Paid Search"",""Organic Search""]",NaN,1,624,22,5
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,1,624.609999,25,4
"[""Unassigned"",""Email"",""Email"",""Email"",""Unassigned"",""Unassigned""]",NaN,1,626.759997,1,6
"[""Paid Search"",""Paid Search"",""Referral"",""Paid Search""]",NaN,1,633,6,4
"[""Referral"",""Referral"",""Cross-network"",""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,633.599997,63,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Social"",""Display"",""Paid Search"",""Organic Search""]",NaN,1,634.779999,21,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,1,635.499999,6,8
"[""Email"",""Email"",""Cross-network"",""Email"",""Email"",""Email""]",NaN,1,640.359998,36,6
"[""Email"",""Email"",""Email"",""Email"",""Cross-network""]",NaN,1,644.76,2,5
"[""Paid Search"",""Paid Social"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,645,86,7
"[""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Cross-network"",""Organic Search""]",NaN,1,645.119995,0,7
"[""Organic Search"",""Paid Search"",""Referral""]",NaN,1,645.999999,0,3
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,1,646.399998,58,7
"[""Referral"",""Referral"",""Paid Search"",""Referral"",""Paid Search""]",NaN,1,646.799999,5,5
"[""Paid Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,647.25,63,5
"[""Paid Search"",""Paid Other"",""Paid Search"",""Paid Search""]",NaN,1,653.949999,1,4
"[""Cross-network"",""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,1,654.399997,17,7
"[""Paid Search"",""Referral"",""Organic Search"",""Paid Search""]",NaN,1,655.219998,1,4
"[""Referral"",""Paid Social"",""Organic Social"",""Organic Social"",""Paid Social"",""Organic Social""]",NaN,1,660,12,6
"[""Unassigned"",""Display"",""Display"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,665,0,8
"[""Paid Search"",""Referral"",""Unassigned"",""Referral""]",NaN,1,671.199998,54,4
"[""Email"",""Email"",""Email"",""Email"",""Organic Search"",""Email"",""Email"",""Email""]",NaN,1,677.159997,0,8
"[""Organic Search"",""Email"",""Referral""]",NaN,1,677.599999,1,3
"[""Paid Social"",""Paid Social"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,1,678,24,6
"[""Paid Search"",""Cross-network"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,1,680.399999,31,5
"[""Referral"",""Referral"",""Paid Search"",""Paid Search"",""Referral""]",NaN,1,680.579998,64,5
"[""Email"",""Email"",""Cross-network"",""Email"",""Email"",""Paid Search"",""Email"",""Email""]",NaN,1,685.599997,2,8
"[""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,696,2,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,704.399998,4,7
"[""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,708,7,6
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Display"",""Email""]",NaN,1,708,38,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,711,0,5
"[""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,714,7,5
"[""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Email"",""Email""]",NaN,1,714.779997,7,7
"[""Paid Search"",""Unassigned"",""Paid Search"",""Unassigned"",""Unassigned""]",NaN,1,714.779998,1,5
"[""Organic Search"",""Paid Search"",""Referral"",""Referral"",""Referral""]",NaN,1,715.999997,0,5
"[""Paid Search"",""Referral"",""Paid Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,716.399997,0,8
"[""Referral"",""Referral"",""Referral"",""Unassigned"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search""]",NaN,1,716.399997,23,8
"[""Paid Search"",""Organic Search"",""Organic Search"",""Referral"",""Email"",""Referral""]",NaN,1,716.399998,1,6
"[""Paid Search"",""Email"",""Unassigned""]",NaN,1,716.399999,15,3
"[""Referral"",""Display"",""Referral""]",NaN,1,716.4,0,3
"[""Referral"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,716.799997,9,5
"[""Paid Search"",""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search""]",NaN,1,716.799999,5,5
"[""Paid Social"",""Paid Social"",""Cross-network""]",NaN,1,717,18,3
"[""Paid Search"",""Organic Search"",""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search"",""Cross-network"",""Organic Search""]",NaN,1,717.599998,10,8
"[""Paid Search"",""Organic Search"",""Cross-network"",""Paid Social"",""Display""]",NaN,1,720,18,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Referral""]",NaN,1,720,45,6
"[""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,1,726.8,22,4
"[""Email"",""Organic Search"",""Email""]",NaN,1,734,1,3
"[""Display"",""Display"",""Display"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,734,2,6
"[""Paid Search"",""Paid Search"",""Cross-network"",""Display"",""Cross-network""]",NaN,1,734,29,5
"[""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Paid Search""]",NaN,1,734.759996,0,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Display"",""Paid Search""]",NaN,1,736.439999,10,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned"",""Paid Search""]",NaN,1,738.139999,3,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Unassigned""]",NaN,1,739.199997,9,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email"",""Email""]",NaN,1,747.299996,20,8
"[""Referral"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,749.699996,7,7
"[""Paid Search"",""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Organic Search""]",NaN,1,752.419995,0,8
"[""Paid Other"",""Email"",""Email"",""Email""]",NaN,1,759.419998,0,4
"[""Cross-network"",""Cross-network"",""Email"",""Email""]",NaN,1,767,15,4
"[""Paid Search"",""Email"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,767.279998,2,5
"[""Email"",""Referral"",""Referral"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search""]",NaN,1,771.119998,0,8
"[""Organic Search"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Referral""]",NaN,1,773.709997,17,6
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Cross-network"",""Email""]",NaN,1,773.709999,0,7
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Cross-network"",""Paid Social"",""Paid Search"",""Email""]",NaN,1,774.799999,46,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,1,780.499998,1,7
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search"",""Email""]",NaN,1,780.579996,1,8
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,785.499999,7,7
"[""Unassigned"",""Referral"",""Paid Search""]",NaN,1,791.999999,2,3
"[""Cross-network"",""Cross-network"",""Unassigned""]",NaN,1,795.999999,6,3
"[""Email"",""Organic Search"",""Email"",""Email"",""Organic Search"",""Email""]",NaN,1,796,0,6
"[""Paid Video"",""Paid Search""]",NaN,1,796,8,2
"[""Organic Search"",""Paid Search"",""Paid Search"",""Referral"",""Referral""]",NaN,1,796,8,5
"[""Cross-network"",""Paid Social"",""Paid Social"",""Display""]",NaN,1,796,19,4
"[""Paid Search"",""Paid Search"",""Email"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,799,83,8
"[""Referral"",""Paid Social""]",NaN,1,799.679999,0,2
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,1,804,0,7
"[""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned""]",NaN,1,805.129998,0,4
"[""Email"",""Email"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,805.439997,1,6
"[""Referral"",""Referral"",""Unassigned"",""Unassigned"",""Referral"",""Referral""]",NaN,1,808,7,6
"[""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,1,811.219998,58,7
"[""Cross-network"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,816,74,7
"[""Organic Search"",""Paid Other"",""Paid Other""]",NaN,1,816.399999,0,3
"[""Paid Search"",""Paid Search"",""Cross-network"",""Organic Search""]",NaN,1,816.699999,29,4
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,816.799999,28,5
"[""Cross-network"",""Display"",""Display""]",NaN,1,823.859999,6,3
"[""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Email"",""Organic Search""]",NaN,1,824.799998,37,7
"[""Email"",""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned"",""Organic Search""]",NaN,1,834.399998,4,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Social"",""Paid Search"",""Display""]",NaN,1,834.479997,56,8
"[""Unassigned"",""Unassigned"",""Paid Social"",""Paid Social""]",NaN,1,850.4,8,4
"[""Email"",""Email"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Organic Search""]",NaN,1,850.799999,1,8
"[""Referral"",""Unassigned"",""Email"",""Email""]",NaN,1,851.999999,78,4
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Unassigned""]",NaN,1,852.399998,0,5
"[""Email"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,859.679998,4,7
"[""Paid Social"",""Cross-network"",""Paid Search"",""Cross-network""]",NaN,1,865,28,4
"[""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Display"",""Email"",""Display""]",NaN,1,865.299996,2,8
"[""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search""]",NaN,1,867.399999,4,5
"[""Organic Search"",""Referral"",""Paid Search"",""Cross-network""]",NaN,1,884,70,4
"[""Email"",""Display"",""Paid Other"",""Email""]",NaN,1,893.799999,1,4
"[""Unassigned"",""Referral"",""Unassigned"",""Organic Search"",""Paid Search""]",NaN,1,895.999999,5,5
"[""Email"",""Paid Social"",""Paid Social""]",NaN,1,898.579998,3,3
"[""Email"",""Organic Search"",""Organic Search"",""Organic Search"",""Email""]",NaN,1,901.679999,2,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Referral""]",NaN,1,913,44,5
"[""Cross-network"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,913.919997,0,4
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Social""]",NaN,1,914,19,5
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search""]",NaN,1,928,8,7
"[""Organic Social"",""Organic Social"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,930,0,7
"[""Organic Search"",""Email"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,930,79,7
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Paid Search""]",NaN,1,935.999997,0,5
"[""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,945.879998,2,6
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Referral""]",NaN,1,950.399996,9,6
"[""Paid Search"",""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Social""]",NaN,1,953,2,7
"[""Email"",""Email"",""Referral""]",NaN,1,955.199999,15,3
"[""Email"",""Organic Search"",""Organic Search"",""Email"",""Unassigned"",""Paid Search""]",NaN,1,969.199997,19,6
"[""Paid Search"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Cross-network""]",NaN,1,969.199998,52,6
"[""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Referral"",""Referral""]",NaN,1,987.999999,81,6
"[""Paid Search"",""Email"",""Paid Search"",""Display"",""Unassigned"",""Paid Search""]",NaN,1,990,71,6
"[""Paid Other"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,990.579999,0,4
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Social""]",NaN,1,993.439998,54,5
"[""Unassigned"",""Email"",""Email""]",NaN,1,999.6,4,3
